mode_main,distance,main_reason,week_day,age,education,female,license,main_activity,cars,temp,precip,wind
pt,6.42218,commuting,1,35-44,higher,0,1,employee,1,19,5.6,0.8
pt,5.19328,commuting,1,35-44,higher,0,1,employee,1,19,5.6,0.8
pt,2.57132,commuting,1,35-44,higher,1,1,employee,1,19,5.6,0.8
pt,6.0744,taking_bringing_persons,1,35-44,higher,1,1,employee,1,19,5.6,0.8
pt,5.7737,taking_bringing_persons,1,35-44,higher,1,1,employee,1,19,5.6,0.8
car,5.7737,commuting,1,"less than 18",lower,0,0,student,0,19,5.6,0.8
walk,1.8568,taking_bringing_persons,1,45-54,lower,1,0,employee,0,19,5.6,0.8
pt,12.5763,commuting,2,45-54,lower,0,1,employee,1,16.2,1,0
pt,7.4128,taking_bringing_persons,2,45-54,higher,1,1,employee,1,16.2,1,0
pt,0.390909,commuting,2,45-54,higher,1,1,employee,1,16.2,1,0
pt,0.390909,personal_errants,2,45-54,higher,1,1,employee,1,16.2,1,0
car,7.4128,commuting,2,"less than 18",lower,1,0,student,1,16.2,1,0
car,15.245,commuting,4,45-54,middle,0,1,employee,1,17.8,0,0
pt,6.29105,other,4,45-54,middle,0,1,employee,1,17.8,0,0
car,10.0726,other,4,45-54,middle,0,1,employee,1,17.8,0,0
pt,15.245,taking_bringing_persons,4,45-54,middle,1,1,employee,1,17.8,0,0
pt,6.29105,commuting,4,45-54,middle,1,1,employee,1,17.8,0,0
pt,10.0726,commuting,4,45-54,middle,1,1,employee,1,17.8,0,0
pt,9.18667,commuting,4,25-34,middle,1,1,employee,1,17.8,0,0
pt,17.217,commuting,4,18-24,lower,1,1,employee,1,17.8,0,0
pt,6.44749,commuting,4,45-54,lower,1,1,employee,1,17.8,0,0
pt,8.86812,commuting,4,45-54,middle,0,1,employee,1,17.8,0,0
pt,3.64466,personal_errants,2,65-74,lower,0,1,retired/pensioner,1,16.2,1,0
pt,12.1888,commuting,4,35-44,middle,0,1,employee,1,17.8,0,0
pt,28.1437,commuting,4,25-34,middle,0,1,employee,1,17.8,0,0
pt,16.0941,commuting,4,25-34,higher,1,1,employee,1,17.8,0,0
pt,26.1753,commuting,4,35-44,middle,0,1,employee,1,17.8,0,0
pt,11.4804,commuting,4,35-44,lower,1,1,employee,1,17.8,0,0
pt,14.393,commuting,4,18-24,lower,1,0,student,1,17.8,0,0
pt,12.5464,commuting,4,55-64,lower,0,1,employee,1,17.8,0,0
pt,3.32525,taking_bringing_persons,4,45-54,lower,1,1,employee,1,17.8,0,0
pt,5.13162,commuting,4,45-54,lower,1,1,employee,1,17.8,0,0
pt,1.94428,personal_errants,4,45-54,lower,1,1,employee,1,17.8,0,0
car,3.32525,commuting,4,"less than 18",lower,1,0,student,1,17.8,0,0
pt,2.36187,shopping,1,65-74,higher,0,1,retired/pensioner,1,19,5.6,0.8
car,2.36187,shopping,1,65-74,higher,1,1,retired/pensioner,0,19,5.6,0.8
pt,9.11422,commuting,1,45-54,higher,0,1,employee,1,16.2,0,3.1
pt,11.3648,commuting,1,25-34,higher,0,1,employee,1,16.2,0,3.1
walk,0.238116,taking_bringing_persons,4,65-74,higher,1,1,retired/pensioner,0,21.7,28.9,0
car,4.05852,personal_errants,4,55-64,middle,1,0,unemployed,1,21.7,28.9,0
pt,4.05852,personal_errants,4,55-64,middle,0,1,retired/pensioner,1,21.7,28.9,0
pt,1.2387,commuting,2,18-24,middle,1,1,student,1,16.2,1,0
pt,20.0114,commuting,2,"less than 18",middle,1,0,student,0,16.2,1,0
walk,0.273873,shopping,2,45-54,middle,1,0,unemployed,0,16.2,1,0
pt,5.41592,commuting,4,18-24,lower,0,0,employee,0,21.7,28.9,0
pt,4.32704,commuting,4,35-44,lower,1,0,employee,0,21.7,28.9,0
pt,5.96247,commuting,2,35-44,higher,1,0,employee,0,18.8,0.2,1.1
pt,5.02381,personal_errants,2,35-44,higher,1,0,employee,0,18.8,0.2,1.1
pt,7.80438,personal_errants,2,35-44,higher,1,0,employee,0,18.8,0.2,1.1
pt,5.35004,commuting,2,18-24,lower,1,0,student,0,18.8,0.2,1.1
pt,12.7066,commuting,2,25-34,higher,1,1,employee,0,18.8,0.2,1.1
pt,0.155659,commuting,2,35-44,lower,0,1,employee,1,18.8,0.2,1.1
pt,1.02181,taking_bringing_persons,2,35-44,lower,0,1,employee,1,18.8,0.2,1.1
pt,0.881455,taking_bringing_persons,2,35-44,lower,0,1,employee,1,18.8,0.2,1.1
walk,0.616546,commuting,2,"less than 18",lower,0,0,student,0,18.8,0.2,1.1
pt,0.881455,other,2,"less than 18",lower,0,0,student,0,18.8,0.2,1.1
car,0.881455,other,2,"less than 18",lower,0,0,student,0,18.8,0.2,1.1
walk,0.616546,commuting,2,"less than 18",lower,1,0,student,0,18.8,0.2,1.1
pt,5.67403,commuting,3,25-34,higher,1,0,student,0,19.1,0,1.9
pt,5.54698,commuting,4,55-64,middle,0,1,employee,1,18.7,0,2.5
pt,4.45861,other,4,55-64,middle,0,1,employee,1,18.7,0,2.5
pt,32.5265,commuting,4,55-64,middle,0,1,employee,1,18.7,0,2.5
pt,28.224,commuting,4,55-64,middle,0,1,employee,1,18.7,0,2.5
pt,5.50363,commuting,4,55-64,middle,0,1,employee,1,18.7,0,2.5
pt,10.6219,commuting,4,55-64,middle,0,1,employee,1,18.7,0,2.5
pt,10.4399,commuting,4,55-64,lower,1,1,employee,1,18.7,0,2.5
pt,20.7412,commuting,4,45-54,higher,0,1,employee,0,14.4,0,1.9
car,7.2868,commuting,4,45-54,higher,0,1,employee,0,14.4,0,1.9
car,18.0647,commuting,4,45-54,higher,0,1,employee,0,14.4,0,1.9
car,23.5905,commuting,4,45-54,higher,0,1,employee,0,14.4,0,1.9
pt,13.9959,commuting,4,"less than 18",lower,0,0,student,0,14.4,0,1.9
pt,2.24343,other,4,"less than 18",lower,0,0,student,0,14.4,0,1.9
walk,0.400937,taking_bringing_persons,1,35-44,higher,1,1,unemployed,1,17.6,13.5,1.4
pt,1.10175,shopping,1,35-44,higher,1,1,unemployed,1,17.6,13.5,1.4
walk,0.400937,personal_errants,1,35-44,higher,1,1,unemployed,1,17.6,13.5,1.4
pt,1.63321,commuting,1,35-44,higher,0,1,employee,1,17.6,13.5,1.4
pt,23.7274,commuting,1,18-24,lower,0,1,student,0,17.6,13.5,1.4
pt,15.7113,commuting,1,"less than 18",lower,0,0,student,0,17.6,13.5,1.4
walk,0.400937,commuting,1,"less than 18",lower,0,0,student,0,17.6,13.5,1.4
walk,0.400937,commuting,1,"less than 18",lower,1,0,student,0,17.6,13.5,1.4
pt,15.9235,commuting,1,55-64,higher,0,1,employee,1,17.6,13.5,1.4
pt,16.3686,personal_errants,1,45-54,higher,1,1,"family caregiver",1,17.6,13.5,1.4
walk,0.927182,other,1,45-54,higher,1,1,"family caregiver",1,17.6,13.5,1.4
pt,16.1862,other,1,45-54,higher,1,1,"family caregiver",1,17.6,13.5,1.4
pt,15.967,commuting,1,25-34,higher,0,1,employee,1,17.6,13.5,1.4
pt,1.0162,other,1,25-34,higher,0,1,employee,1,17.6,13.5,1.4
pt,16.791,commuting,1,18-24,lower,0,1,employee,1,17.6,13.5,1.4
pt,10.4417,commuting,1,18-24,lower,0,1,employee,1,17.6,13.5,1.4
pt,12.1448,personal_errants,4,65-74,lower,0,0,retired/pensioner,0,14.4,0,1.9
walk,0.578342,shopping,4,65-74,lower,1,0,"family caregiver",0,14.4,0,1.9
pt,25.8614,commuting,1,25-34,higher,0,1,employee,1,17.6,13.5,1.4
pt,1.0988,shopping,1,25-34,higher,0,1,employee,1,17.6,13.5,1.4
pt,16.6202,commuting,1,25-34,higher,1,0,employee,0,17.6,13.5,1.4
car,1.14342,shopping,2,65-74,lower,1,0,"family caregiver",0,18.8,0.2,1.1
walk,1.52939,other,2,65-74,lower,1,0,"family caregiver",0,18.8,0.2,1.1
pt,17.6017,commuting,2,55-64,lower,0,1,employee,1,18.8,0.2,1.1
walk,1.52939,other,2,55-64,lower,0,1,employee,0,18.8,0.2,1.1
pt,1.14342,shopping,2,25-34,higher,1,1,employee,1,18.8,0.2,1.1
pt,5.34983,commuting,2,25-34,higher,1,1,employee,1,18.8,0.2,1.1
pt,15.5935,commuting,2,25-34,middle,1,1,employee,1,18.8,0.2,1.1
pt,21.3626,commuting,4,45-54,higher,0,1,employee,1,18.7,0,2.5
pt,35.0698,commuting,4,45-54,higher,0,1,employee,1,18.7,0,2.5
pt,4.41135,other,4,45-54,higher,0,1,employee,1,18.7,0,2.5
car,47.7535,other,4,45-54,higher,0,1,employee,1,18.7,0,2.5
pt,0.0325612,commuting,4,45-54,higher,0,1,employee,1,18.7,0,2.5
walk,0.0325612,commuting,4,"less than 18",lower,0,0,student,0,18.7,0,2.5
walk,0.0325612,commuting,4,"less than 18",lower,1,0,student,0,18.7,0,2.5
pt,4.95817,taking_bringing_persons,2,45-54,higher,0,1,employee,1,18.8,0.2,1.1
pt,13.7579,commuting,2,45-54,higher,0,1,employee,1,18.8,0.2,1.1
pt,3.46128,personal_errants,2,45-54,higher,0,1,employee,1,18.8,0.2,1.1
pt,14.1419,taking_bringing_persons,2,45-54,higher,0,1,employee,1,18.8,0.2,1.1
pt,15.5845,taking_bringing_persons,2,45-54,higher,1,1,"family caregiver",1,18.8,0.2,1.1
pt,1.72359,shopping,2,45-54,higher,1,1,"family caregiver",1,18.8,0.2,1.1
pt,14.1419,commuting,2,18-24,lower,1,0,student,0,18.8,0.2,1.1
walk,1.56894,other,2,18-24,lower,1,0,student,0,18.8,0.2,1.1
walk,1.56894,commuting,2,18-24,lower,1,0,student,0,18.8,0.2,1.1
car,14.1419,commuting,2,18-24,lower,1,0,student,0,18.8,0.2,1.1
pt,14.7833,commuting,2,"less than 18",lower,0,0,student,0,18.8,0.2,1.1
car,15.5845,commuting,2,"less than 18",lower,0,0,student,0,18.8,0.2,1.1
pt,15.5845,commuting,2,"less than 18",lower,0,0,student,0,18.8,0.2,1.1
pt,3.93113,shopping,2,35-44,higher,1,1,"family caregiver",1,18.8,0.2,1.1
pt,6.87975,commuting,2,35-44,higher,0,1,employee,1,18.8,0.2,1.1
pt,9.78369,commuting,2,"less than 18",lower,0,0,student,0,18.8,0.2,1.1
pt,17.8581,commuting,2,45-54,higher,0,1,employee,1,18.8,0.2,1.1
pt,7.2448,shopping,2,25-34,higher,1,1,employee,1,18.8,0.2,1.1
pt,5.51447,shopping,2,25-34,higher,1,1,employee,1,18.8,0.2,1.1
pt,1.77409,shopping,2,25-34,higher,1,1,employee,1,18.8,0.2,1.1
pt,19.5224,commuting,4,45-54,higher,1,1,employee,1,18.7,0,2.5
pt,1.86914,other,4,45-54,higher,1,1,employee,1,18.7,0,2.5
pt,7.22811,commuting,4,18-24,lower,1,1,student,1,18.7,0,2.5
pt,20.6828,commuting,4,45-54,higher,0,1,employee,1,18.7,0,2.5
car,27.1249,commuting,2,45-54,higher,1,1,employee,1,18.8,0.2,1.1
pt,3.13236,shopping,2,45-54,higher,1,1,employee,1,18.8,0.2,1.1
pt,27.1249,commuting,2,45-54,higher,0,1,employee,1,18.8,0.2,1.1
pt,6.87164,commuting,2,"less than 18",lower,0,0,student,0,18.8,0.2,1.1
pt,286.42,personal_errants,2,55-64,lower,0,1,employee,1,18.8,0.2,1.1
car,286.42,personal_errants,2,55-64,lower,1,1,employee,1,18.8,0.2,1.1
pt,4.07905,commuting,2,25-34,higher,1,1,employee,1,18.8,0.2,1.1
pt,19.4636,commuting,2,18-24,lower,0,1,student,0,18.8,0.2,1.1
pt,14.3818,commuting,4,65-74,higher,0,1,employee,1,14.4,0,1.9
pt,1.04599,taking_bringing_persons,4,55-64,lower,1,1,employee,1,14.4,0,1.9
pt,1.15736,shopping,4,55-64,lower,1,1,employee,1,14.4,0,1.9
pt,15.4038,commuting,4,18-24,higher,1,1,student,1,14.4,0,1.9
pt,5.58346,other,4,18-24,higher,1,1,student,1,14.4,0,1.9
pt,1.18346,shopping,4,55-64,higher,1,1,"family caregiver",1,14.4,0,1.9
walk,0.359153,other,4,55-64,higher,1,1,"family caregiver",1,14.4,0,1.9
car,14.5477,commuting,4,55-64,higher,0,1,employee,1,14.4,0,1.9
pt,14.5477,commuting,4,55-64,higher,0,1,employee,1,14.4,0,1.9
pt,61.3818,commuting,4,25-34,lower,0,1,student,1,14.4,0,1.9
car,1.45575,shopping,4,"more than 74",lower,1,0,"family caregiver",1,21.7,28.9,0
pt,1.45575,shopping,4,"more than 74",lower,0,1,retired/pensioner,1,21.7,28.9,0
walk,0.741864,commuting,4,"less than 18",lower,0,0,student,0,21.7,28.9,0
walk,0.741864,commuting,4,"less than 18",lower,1,0,student,0,21.7,28.9,0
walk,0.305173,taking_bringing_persons,4,25-34,higher,1,1,employee,1,21.7,28.9,0
walk,0.724168,commuting,4,25-34,higher,1,1,employee,1,21.7,28.9,0
walk,0.724168,personal_errants,4,25-34,higher,1,1,employee,1,21.7,28.9,0
walk,0.524167,commuting,4,25-34,higher,1,1,employee,1,21.7,28.9,0
pt,0.827095,commuting,4,35-44,lower,0,1,employee,1,21.7,28.9,0
car,0.827095,commuting,4,35-44,lower,0,1,employee,1,21.7,28.9,0
walk,0.305173,commuting,4,"less than 18",lower,0,0,student,1,21.7,28.9,0
car,6.67459,personal_errants,4,45-54,lower,0,1,unemployed,0,21.7,28.9,0
pt,6.67459,personal_errants,4,45-54,lower,0,1,unemployed,0,21.7,28.9,0
walk,0.512117,shopping,4,35-44,lower,1,0,"family caregiver",0,21.7,28.9,0
walk,0.23751,commuting,4,55-64,lower,0,0,employee,1,21.7,28.9,0
pt,6.2059,personal_errants,4,25-34,lower,0,1,unemployed,1,21.7,28.9,0
pt,0.193708,commuting,4,25-34,lower,0,0,employee,1,21.7,28.9,0
walk,0.730982,commuting,4,25-34,lower,1,0,employee,1,21.7,28.9,0
pt,0.736534,commuting,4,45-54,lower,0,1,employee,1,21.7,28.9,0
pt,6.02807,commuting,4,55-64,middle,1,1,employee,1,21.7,28.9,0
pt,42.5129,commuting,4,35-44,lower,1,1,employee,1,21.7,28.9,0
walk,1.29631,shopping,4,65-74,lower,1,0,retired/pensioner,1,21.7,28.9,0
pt,3.68779,other,4,"more than 74",lower,0,1,retired/pensioner,1,21.7,28.9,0
pt,1.2136,shopping,4,"more than 74",lower,0,1,retired/pensioner,1,21.7,28.9,0
car,3.68779,other,4,"more than 74",lower,1,0,"family caregiver",1,21.7,28.9,0
car,1.2136,shopping,4,"more than 74",lower,1,0,"family caregiver",1,21.7,28.9,0
pt,36.1376,commuting,4,35-44,lower,1,1,employee,1,21.7,28.9,0
pt,4.03776,personal_errants,4,35-44,lower,1,1,employee,1,21.7,28.9,0
pt,4.03776,taking_bringing_persons,4,35-44,lower,1,1,employee,1,21.7,28.9,0
pt,4.03776,taking_bringing_persons,4,35-44,lower,0,1,employee,1,21.7,28.9,0
pt,24.4646,commuting,4,35-44,lower,0,1,employee,1,21.7,28.9,0
pt,23.5579,commuting,4,35-44,lower,0,1,employee,1,21.7,28.9,0
car,4.03776,commuting,4,"less than 18",lower,0,0,student,1,21.7,28.9,0
car,4.03776,commuting,4,"less than 18",lower,1,0,student,1,21.7,28.9,0
walk,3.46407,personal_errants,4,65-74,lower,0,1,retired/pensioner,1,21.7,28.9,0
walk,2.85295,other,4,55-64,higher,1,1,retired/pensioner,1,21.7,28.9,0
pt,9.23616,personal_errants,4,25-34,lower,0,1,unemployed,1,21.7,28.9,0
pt,0.704324,taking_bringing_persons,4,45-54,lower,0,1,employee,1,21.7,28.9,0
pt,0.704324,personal_errants,4,45-54,lower,0,1,employee,1,21.7,28.9,0
pt,28.2797,commuting,4,35-44,lower,1,1,employee,1,21.7,28.9,0
car,0.704324,commuting,4,"less than 18",lower,1,0,student,1,21.7,28.9,0
pt,22.2484,commuting,4,45-54,higher,1,1,employee,1,21.7,28.9,0
car,22.2484,commuting,4,"less than 18",lower,1,0,student,1,21.7,28.9,0
car,22.2484,commuting,4,"less than 18",lower,0,0,student,1,21.7,28.9,0
pt,33.822,personal_errants,4,65-74,lower,0,1,retired/pensioner,1,21.7,28.9,0
walk,0.10427,personal_errants,4,65-74,lower,1,0,"family caregiver",1,21.7,28.9,0
walk,0.10427,personal_errants,4,65-74,lower,0,1,retired/pensioner,1,21.7,28.9,0
pt,0.10427,personal_errants,4,65-74,lower,0,1,retired/pensioner,1,21.7,28.9,0
pt,3.42584,taking_bringing_persons,4,35-44,lower,0,1,employee,1,21.7,28.9,0
pt,3.42584,commuting,4,35-44,lower,0,1,employee,1,21.7,28.9,0
pt,3.42584,personal_errants,4,35-44,lower,0,1,employee,1,21.7,28.9,0
car,3.42584,commuting,4,"less than 18",lower,0,0,student,1,21.7,28.9,0
car,3.42584,commuting,4,"less than 18",lower,1,0,student,1,21.7,28.9,0
pt,0.253769,taking_bringing_persons,4,45-54,higher,0,1,employee,1,21.7,28.9,0
pt,5.58946,commuting,4,45-54,higher,0,1,employee,1,21.7,28.9,0
pt,5.58946,personal_errants,4,45-54,higher,0,1,employee,1,21.7,28.9,0
pt,1.20427,personal_errants,4,35-44,higher,1,1,employee,1,21.7,28.9,0
pt,1.20427,taking_bringing_persons,4,35-44,higher,1,1,employee,1,21.7,28.9,0
car,1.20427,commuting,4,"less than 18",lower,1,0,student,1,21.7,28.9,0
car,0.253769,commuting,4,"less than 18",lower,0,0,student,1,21.7,28.9,0
pt,6.71759,personal_errants,4,55-64,lower,1,1,"family caregiver",1,21.7,28.9,0
walk,0.40825,personal_errants,4,55-64,higher,1,1,"family caregiver",1,21.7,28.9,0
pt,34.4756,commuting,4,25-34,middle,0,1,employee,1,21.7,28.9,0
pt,33.4684,commuting,4,35-44,higher,0,1,employee,1,21.7,28.9,0
pt,42.8548,commuting,4,35-44,lower,1,1,employee,1,21.7,28.9,0
walk,0.256417,commuting,4,"less than 18",lower,0,0,student,1,21.7,28.9,0
pt,6.56414,personal_errants,4,35-44,higher,1,1,unemployed,1,21.7,28.9,0
pt,0.48371,personal_errants,4,55-64,lower,0,1,employee,1,21.7,28.9,0
walk,1.09792,taking_bringing_persons,3,35-44,higher,1,1,employee,0,19.1,0,1.9
walk,1.21187,other,3,35-44,higher,1,1,employee,0,19.1,0,1.9
walk,0.483072,other,3,35-44,higher,1,1,employee,0,19.1,0,1.9
pt,16.6853,commuting,3,45-54,higher,0,1,employee,1,19.1,0,1.9
walk,1.09792,personal_errants,3,45-54,higher,0,1,employee,0,19.1,0,1.9
walk,1.09792,taking_bringing_persons,3,45-54,higher,0,1,employee,0,19.1,0,1.9
walk,1.09792,commuting,3,"less than 18",lower,0,0,student,0,19.1,0,1.9
walk,0.188804,taking_bringing_persons,1,35-44,lower,1,0,employee,0,14.9,0,1.7
pt,5.7318,commuting,1,35-44,lower,1,0,employee,0,14.9,0,1.7
pt,5.7318,personal_errants,1,35-44,lower,1,0,employee,0,14.9,0,1.7
walk,0.188804,personal_errants,1,35-44,lower,1,0,employee,0,14.9,0,1.7
walk,0.188804,commuting,1,"less than 18",lower,0,0,student,0,14.9,0,1.7
walk,1.06572,other,3,65-74,lower,1,1,retired/pensioner,0,19.1,0,1.9
pt,0.998318,shopping,3,65-74,lower,1,1,retired/pensioner,0,19.1,0,1.9
walk,1.06572,other,3,65-74,lower,0,1,retired/pensioner,0,19.1,0,1.9
pt,0.998318,shopping,3,65-74,lower,0,1,retired/pensioner,0,19.1,0,1.9
pt,2.23345,other,3,35-44,lower,0,0,other,0,19.1,0,1.9
walk,0.478358,shopping,4,55-64,lower,1,0,retired/pensioner,0,18.7,0,2.5
walk,2.7709,commuting,4,55-64,lower,1,0,retired/pensioner,0,18.7,0,2.5
walk,0.32523,personal_errants,4,25-34,middle,0,1,unemployed,0,18.7,0,2.5
walk,0.389262,shopping,1,65-74,lower,1,1,retired/pensioner,1,15.5,13.8,0
walk,5.15407,other,4,"more than 74",lower,0,1,retired/pensioner,0,20,0,1.1
walk,1.50095,other,4,"more than 74",lower,0,1,retired/pensioner,0,20,0,1.1
walk,0.313743,shopping,4,"more than 74",lower,1,0,"family caregiver",0,20,0,1.1
walk,0.465049,taking_bringing_persons,2,35-44,middle,0,0,employee,0,15.9,2.4,1.7
walk,0.465049,personal_errants,2,35-44,middle,0,0,employee,0,15.9,2.4,1.7
pt,28.7477,commuting,2,35-44,middle,0,0,employee,0,15.9,2.4,1.7
walk,0.150176,other,2,25-34,middle,1,0,unemployed,0,15.9,2.4,1.7
walk,0.465049,commuting,2,"less than 18",lower,0,0,student,0,15.9,2.4,1.7
walk,0.339768,commuting,2,45-54,lower,1,1,employee,1,15.9,2.4,1.7
walk,0.339768,personal_errants,2,45-54,lower,0,1,unemployed,1,15.9,2.4,1.7
pt,1.94842,commuting,2,18-24,middle,1,0,student,0,15.9,2.4,1.7
walk,0.473468,other,3,"more than 74",lower,0,1,retired/pensioner,0,19.1,0,1.9
walk,0.473468,other,3,"more than 74",lower,1,0,retired/pensioner,0,19.1,0,1.9
walk,0.479282,commuting,4,55-64,lower,0,1,employee,1,20,0,1.1
walk,0.479282,commuting,4,55-64,lower,0,1,employee,0,20,0,1.1
pt,10.7862,commuting,4,55-64,lower,1,1,employee,1,20,0,1.1
walk,1.27453,commuting,4,25-34,higher,1,0,student,1,20,0,1.1
pt,15.5282,personal_errants,3,65-74,higher,0,1,retired/pensioner,0,20.8,0.3,1.4
walk,0.577962,taking_bringing_persons,3,35-44,lower,1,1,"family caregiver",0,20.8,0.3,1.4
pt,16.6524,shopping,3,35-44,lower,1,1,"family caregiver",0,20.8,0.3,1.4
pt,16.6524,taking_bringing_persons,3,35-44,lower,1,1,"family caregiver",0,20.8,0.3,1.4
pt,35.0807,commuting,3,35-44,lower,0,1,employee,0,20.8,0.3,1.4
walk,0.577962,commuting,3,"less than 18",lower,0,0,student,0,20.8,0.3,1.4
walk,0.577962,commuting,3,"less than 18",lower,1,0,student,0,20.8,0.3,1.4
car,15.2388,commuting,1,35-44,middle,0,1,employee,1,17.6,13.5,1.4
walk,0.807088,shopping,2,55-64,lower,1,1,unemployed,0,18.8,0.2,1.1
pt,18.5532,commuting,2,25-34,higher,1,1,student,0,18.8,0.2,1.1
pt,1.47762,other,4,"more than 74",lower,0,1,retired/pensioner,1,21.7,28.9,0
pt,4.99213,shopping,4,"more than 74",lower,0,1,retired/pensioner,1,21.7,28.9,0
car,4.99213,shopping,4,"more than 74",lower,1,0,"family caregiver",1,21.7,28.9,0
walk,0.190053,shopping,3,"more than 74",lower,1,0,other,0,20.8,0.3,1.4
pt,2.83968,commuting,2,35-44,lower,0,1,employee,1,16.2,1,0
walk,0.512915,taking_bringing_persons,2,35-44,lower,1,1,unemployed,1,16.2,1,0
walk,0.0543559,personal_errants,2,35-44,lower,1,1,unemployed,1,16.2,1,0
walk,0.512915,commuting,2,"less than 18",lower,0,0,student,0,16.2,1,0
pt,29.912,commuting,1,35-44,middle,0,1,employee,1,17.6,13.5,1.4
walk,0.395648,taking_bringing_persons,1,35-44,lower,1,1,employee,0,17.6,13.5,1.4
pt,5.63934,commuting,1,35-44,lower,1,1,employee,1,17.6,13.5,1.4
walk,0.395648,commuting,1,"less than 18",lower,0,0,student,0,17.6,13.5,1.4
pt,2.22821,other,4,65-74,lower,0,1,retired/pensioner,0,20,0,1.1
pt,1.49401,personal_errants,2,"more than 74",lower,1,0,"family caregiver",0,18.8,0.2,1.1
walk,0.720159,personal_errants,1,"more than 74",lower,1,1,retired/pensioner,0,17.6,13.5,1.4
walk,0.294656,other,1,65-74,lower,0,0,retired/pensioner,0,16.2,0,3.1
walk,0.294656,taking_bringing_persons,1,65-74,lower,1,0,retired/pensioner,0,16.2,0,3.1
walk,0.541741,commuting,1,55-64,lower,1,0,employee,1,16.2,0,3.1
walk,0.724879,other,1,55-64,lower,1,0,employee,1,16.2,0,3.1
pt,18.145,commuting,1,55-64,lower,0,1,employee,1,16.2,0,3.1
walk,0.724879,other,1,55-64,lower,0,1,employee,1,16.2,0,3.1
pt,23.2317,commuting,1,25-34,middle,0,0,employee,0,16.2,0,3.1
walk,0.503082,personal_errants,1,25-34,lower,0,1,employee,1,16.2,0,3.1
walk,0.503082,other,1,25-34,lower,0,1,employee,1,16.2,0,3.1
walk,0.526168,shopping,2,45-54,lower,1,1,unemployed,1,18.6,0.1,0
walk,0.526168,shopping,2,45-54,lower,1,1,unemployed,0,18.6,0.1,0
pt,5.08361,commuting,2,55-64,lower,0,1,employee,1,18.6,0.1,0
pt,11.5184,taking_bringing_persons,1,65-74,lower,0,1,retired/pensioner,0,16.2,0,3.1
pt,11.5184,personal_errants,1,65-74,lower,0,1,retired/pensioner,0,16.2,0,3.1
walk,0.441233,taking_bringing_persons,1,65-74,lower,0,1,retired/pensioner,0,16.2,0,3.1
pt,13.47,commuting,1,25-34,middle,1,0,student,0,16.2,0,3.1
pt,2.59759,commuting,1,18-24,lower,0,0,employee,0,16.2,0,3.1
pt,1.05255,other,1,18-24,lower,0,0,employee,0,16.2,0,3.1
pt,1.69645,other,1,18-24,lower,0,0,employee,0,16.2,0,3.1
walk,0.441233,taking_bringing_persons,1,55-64,lower,1,0,other,0,16.2,0,3.1
pt,11.5184,commuting,1,"less than 18",lower,0,0,student,0,16.2,0,3.1
walk,0.441233,other,1,"less than 18",lower,0,0,student,0,16.2,0,3.1
car,11.5184,commuting,1,"less than 18",lower,1,0,student,0,16.2,0,3.1
walk,1.03337,personal_errants,1,"less than 18",lower,1,0,student,0,16.2,0,3.1
car,11.9506,other,1,"less than 18",lower,1,0,student,0,16.2,0,3.1
walk,1.44604,other,3,55-64,middle,1,0,other,0,20.8,0.3,1.4
walk,0.485299,commuting,3,55-64,higher,0,1,employee,0,20.8,0.3,1.4
walk,0.505329,commuting,3,25-34,lower,0,1,employee,0,20.8,0.3,1.4
moto,0.843868,other,3,25-34,lower,0,1,employee,1,20.8,0.3,1.4
moto,0.843868,commuting,3,25-34,lower,0,1,employee,1,20.8,0.3,1.4
walk,0.715332,other,3,25-34,lower,0,0,unemployed,0,20.8,0.3,1.4
pt,6.77785,commuting,3,45-54,lower,0,1,employee,0,20.8,0.3,1.4
walk,0.175051,commuting,3,35-44,lower,1,1,employee,0,20.8,0.3,1.4
car,193.017,other,4,55-64,lower,1,1,unemployed,1,20,0,1.1
pt,193.017,other,4,65-74,lower,0,1,retired/pensioner,1,20,0,1.1
pt,2.15052,commuting,4,35-44,higher,1,0,employee,0,20,0,1.1
car,1.29503,other,3,55-64,middle,1,1,other,1,20.8,0.3,1.4
walk,0.375893,shopping,3,55-64,middle,1,1,other,0,20.8,0.3,1.4
walk,1.66351,other,4,65-74,lower,1,0,other,0,18.7,0,2.5
pt,17.1265,commuting,1,55-64,middle,0,1,employee,0,19,5.6,0.8
pt,1.07764,other,1,65-74,higher,0,1,retired/pensioner,1,14.9,0,1.7
walk,0.259321,shopping,1,65-74,lower,1,1,retired/pensioner,0,14.9,0,1.7
pt,21.4094,commuting,3,55-64,lower,0,1,employee,1,19.1,0,1.9
car,21.4094,commuting,3,55-64,lower,1,0,employee,1,19.1,0,1.9
walk,0.372293,other,1,65-74,middle,1,1,retired/pensioner,0,14.9,0,1.7
pt,1.05637,other,1,65-74,middle,1,1,retired/pensioner,0,14.9,0,1.7
walk,0.248021,taking_bringing_persons,4,35-44,middle,1,1,"family caregiver",0,18.7,0,2.5
car,0.284909,shopping,4,35-44,middle,1,1,"family caregiver",1,18.7,0,2.5
pt,0.284909,shopping,4,45-54,lower,0,1,employee,1,18.7,0,2.5
pt,18.6062,commuting,4,18-24,lower,1,0,student,0,18.7,0,2.5
